ds,yhat,yhat_lower,yhat_upper
2019-05-20,39.7922089802962,29.987892480691546,50.08886338928743
2019-05-21,39.732034847532994,29.69701425792785,50.68882489834011
2019-05-22,39.67722711785143,29.046110863943042,49.73288408169941
2019-05-23,39.665758757123044,29.339699602945654,49.87972163703673
2019-05-24,39.73473776419075,29.813098382090114,49.71077911925837
2019-05-28,40.16503347393988,29.43265412897164,49.77447772544985
2019-05-29,40.21314440043069,29.823529753895148,49.783784751785994
2019-05-30,40.30647926301662,29.79377533531492,50.06580757522185
2019-05-31,40.480411525030554,31.022113307132646,50.84077773503043
2019-06-03,41.17085548960915,30.90203888967008,50.459429496477874
2019-06-04,41.299698202457435,30.991569725624416,50.99382721175829
2019-06-05,41.43051308803039,31.33828758251921,51.31083785499517
2019-06-06,41.59871808982641,31.741261232934235,52.261648640895125
2019-06-07,41.83912256222136,32.13399600365036,52.18804738963465
2019-06-10,42.67723039118094,32.58409683563648,53.20786320047256
2019-06-11,42.83900907864989,32.576291875419116,52.61359013320483
2019-06-12,42.99576543132982,32.96031874450011,52.906440774536634
2019-06-13,43.18395398896597,32.64212599129777,53.41139238799714
2019-06-14,43.43960338248808,32.953821318004465,54.03471578783524
2019-06-17,44.30898865761179,34.630907586136686,54.59679783143642
2019-06-18,44.48126692851568,34.369387349339235,54.53088719749481
2019-06-19,44.650933405796934,34.94060529165164,54.992388448682235
2019-06-20,44.85570875317461,35.37552913819326,55.276095028515485
2019-06-21,45.13270995867311,33.902799285072064,54.97490662881065
2019-06-24,46.10203538765085,35.4302659268841,56.56260396963552
2019-06-25,46.32058156135432,36.260851826873136,56.506947907356036
2019-06-26,46.54268915071125,36.373386110124606,55.84888848966855
2019-06-27,46.80539458447148,36.82130956988634,56.81992661967831
2019-06-28,47.144801305486205,37.027692742843726,57.75582147456159
2019-07-01,48.31357272846718,37.380544725701064,58.091179602069175
2019-07-02,48.59655233429834,38.55186139751981,58.807658111477906
2019-07-03,48.87854625622478,37.93044184682889,58.51056686220899
2019-07-05,49.57769843471475,39.55598510083042,59.55878831123837
2019-07-08,50.802227476443434,40.87951779570662,60.629547583010215
2019-07-09,51.07213253976983,40.582029598491715,60.62919636528131
2019-07-10,51.32276937607245,41.63971496412376,62.34052986474956
2019-07-11,51.58796838211141,41.63235607704581,61.11304186874548
2019-07-12,51.90103854040234,41.869342027406034,61.861195828764885
2019-07-15,52.79817767935174,42.76635010604761,62.92642085700354
2019-07-16,52.923221679803504,42.17035955289304,62.47174592716171
2019-07-17,53.01389802765824,42.80446080362505,62.98789319421358
2019-07-18,53.10638728631812,42.52706804901147,62.97338299680338
2019-07-19,53.2367564115702,43.11288039654394,63.55293662013815
2019-07-22,53.55832652824283,43.194289618636546,63.33885064666409
2019-07-23,53.494318921790395,43.50794204081439,64.57549751108422
2019-07-24,53.40360373042483,43.176711777802055,63.78894108804942
2019-07-25,53.326093823376475,43.185827169142286,63.01823150429489
2019-07-26,53.30144252171051,43.00320212904102,63.565787996010165
2019-07-29,53.27956808585854,42.90529006210229,63.16552090068344
2019-07-30,53.15022781770902,42.71543294737512,63.63703097685139
2019-07-31,53.132390033091944,43.50100017520277,62.9591410240364
2019-08-01,53.156344891187196,42.6634527941331,62.34396016545038
2019-08-02,53.262055736317095,42.946498687675934,63.29071832656285
2019-08-05,53.79765537976823,43.751416289011665,63.55128598472173
2019-08-06,53.90392250788636,44.28267059550361,64.10968522546841
2019-08-07,54.031576371045105,43.61341754838175,64.1399649944103
